TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,PFDoS,NA,N,U,ng/g,0.396,0.099,WG87235,NA,343629-43-6,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,4:2 FTS,NA,N,U,ng/g,1.58,0.396,WG87235,NA,414911-30-1,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,6:2 FTS,0.375,Y,J,ng/g,8.57,0.356,WG87235,NA,425670-75-3,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,8:2 FTS,NA,N,U,ng/g,1.58,0.337,WG87235,NA,481071-78-7,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,PFOSA,NA,N,U,ng/g,0.396,0.099,WG87235,NA,754-91-6,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,N-MeFOSA,NA,N,U,ng/g,0.455,0.099,WG87235,NA,31506-32-8,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,N-EtFOSA,NA,N,U,ng/g,0.99,0.277,WG87235,NA,4151-50-2,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,MeFOSAA,NA,N,U,ng/g,0.396,0.099,WG87235,NA,2355-31-9,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,EtFOSAA,NA,N,U,ng/g,0.396,0.099,WG87235,NA,2991-50-6,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,N-MeFOSE,NA,N,U,ng/g,10.9,0.99,WG87235,NA,24448-09-7,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,N-EtFOSE,4.19,Y,K,ng/g,2.97,0.99,WG87235,NA,1691-99-2,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,HFPO-DA,NA,N,U,ng/g,1.51,0.396,WG87235,NA,122499-17-6,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,ADONA,NA,N,U,ng/g,1.58,0.396,WG87235,NA,2127366-90-7,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.58,0.397,WG87235,NA,1621485-21-9,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.58,0.397,WG87235,NA,2196242-82-5,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,3:3 FTCA,NA,N,U H,ng/g,1.58,0.396,WG87235,NA,1169706-83-5,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,5:3 FTCA,NA,N,U,ng/g,9.9,2.48,WG87235,NA,1799325-94-2,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,7:3 FTCA,NA,N,U,ng/g,9.9,2.48,WG87235,NA,1799325-95-3,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,PFEESA,NA,N,U,ng/g,0.396,0.099,WG87235,NA,220689-13-4,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,PFMPA,NA,N,U,ng/g,0.792,0.198,WG87235,NA,NA,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,PFMBA,NA,N,U,ng/g,0.396,0.099,WG87235,NA,1432017-36-1,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231024,2001,Sample,NFDHA,NA,N,U H,ng/g,1.74,0.198,WG87235,NA,39187-41-2,NA,NA,21-Oct-21,2,NA
NA,L40006-3,NA,NA,NA,NA,20231012,0800,Sample,% Moisture,73.2,Y,NA,%,NA,NA,WG87235,NA,NA,NA,NA,21-Oct-21,2,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFBA,NA,N,U,ng/g,1.31,0.327,WG87235,NA,45048-62-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFPeA,NA,N,U,ng/g,0.653,0.163,WG87235,NA,45167-47-3,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFHxA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,92612-52-7,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFHpA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,120885-29-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFOA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,45285-51-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFNA,0.263,Y,J,ng/g,0.327,0.0816,WG87235,NA,72007-68-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFDA,0.173,Y,K J,ng/g,0.327,0.0816,WG87235,NA,73829-36-4,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFUnA,0.188,Y,B J,ng/g,0.327,0.0816,WG87235,NA,196859-54-8,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFDoA,0.117,Y,K J,ng/g,0.327,0.0653,WG87235,NA,171978-95-3,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFTrDA,0.163,Y,B J,ng/g,0.327,0.0816,WG87235,NA,862374-87-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFTeDA,0.107,Y,J,ng/g,0.327,0.0816,WG87235,NA,365971-87-5,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFBS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,45187-15-3,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFPeS,NA,N,U,ng/g,0.327,0.082,WG87235,NA,175905-36-9,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFHxS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,108427-53-8,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFHpS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,146689-46-5,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFOS,0.55,Y,NA,ng/g,0.327,0.0816,WG87235,NA,45298-90-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFNS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,474511-07-4,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFDS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,126105-34-8,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFDoS,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,343629-43-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,4:2 FTS,NA,N,U,ng/g,1.31,0.327,WG87235,NA,414911-30-1,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,6:2 FTS,0.304,Y,J,ng/g,7.07,0.294,WG87235,NA,425670-75-3,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,8:2 FTS,NA,N,U,ng/g,1.31,0.278,WG87235,NA,481071-78-7,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFOSA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,754-91-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,N-MeFOSA,NA,N,U,ng/g,0.376,0.0816,WG87235,NA,31506-32-8,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,N-EtFOSA,NA,N,U,ng/g,0.816,0.229,WG87235,NA,4151-50-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,MeFOSAA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,2355-31-9,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,EtFOSAA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,2991-50-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,N-MeFOSE,NA,N,U,ng/g,8.96,0.816,WG87235,NA,24448-09-7,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,N-EtFOSE,3.89,Y,K,ng/g,2.45,0.816,WG87235,NA,1691-99-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,HFPO-DA,NA,N,U,ng/g,1.24,0.327,WG87235,NA,122499-17-6,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,ADONA,NA,N,U,ng/g,1.31,0.327,WG87235,NA,2127366-90-7,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.31,0.327,WG87235,NA,1621485-21-9,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.31,0.327,WG87235,NA,2196242-82-5,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,3:3 FTCA,NA,N,U H,ng/g,1.31,0.327,WG87235,NA,1169706-83-5,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,5:3 FTCA,NA,N,U,ng/g,8.16,2.04,WG87235,NA,1799325-94-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,7:3 FTCA,NA,N,U,ng/g,8.16,2.04,WG87235,NA,1799325-95-3,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFEESA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,220689-13-4,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFMPA,NA,N,U,ng/g,0.653,0.163,WG87235,NA,NA,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,PFMBA,NA,N,U,ng/g,0.327,0.0816,WG87235,NA,1432017-36-1,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231024,2015,Sample,NFDHA,NA,N,U H,ng/g,1.43,0.163,WG87235,NA,39187-41-2,NA,NA,19-Oct-21,3,NA
NA,L40006-4,NA,NA,NA,NA,20231012,0800,Sample,% Moisture,69.7,Y,NA,%,NA,NA,WG87235,NA,NA,NA,NA,19-Oct-21,3,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFBA,NA,N,U,ng/g,1.56,0.39,WG87235,NA,45048-62-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFPeA,NA,N,U,ng/g,0.78,0.195,WG87235,NA,45167-47-3,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFHxA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,92612-52-7,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFHpA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,120885-29-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFOA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,45285-51-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFNA,0.23,Y,J,ng/g,0.39,0.0976,WG87235,NA,72007-68-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFDA,0.153,Y,J,ng/g,0.39,0.0976,WG87235,NA,73829-36-4,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFUnA,0.145,Y,B J,ng/g,0.39,0.0976,WG87235,NA,196859-54-8,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFDoA,0.089,Y,K J,ng/g,0.39,0.078,WG87235,NA,171978-95-3,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFTrDA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,862374-87-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFTeDA,0.18,Y,K J,ng/g,0.39,0.0976,WG87235,NA,365971-87-5,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFBS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,45187-15-3,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFPeS,NA,N,U,ng/g,0.39,0.098,WG87235,NA,175905-36-9,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFHxS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,108427-53-8,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFHpS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,146689-46-5,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFOS,0.624,Y,NA,ng/g,0.39,0.0976,WG87235,NA,45298-90-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFNS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,474511-07-4,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFDS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,126105-34-8,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFDoS,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,343629-43-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,4:2 FTS,NA,N,U,ng/g,1.56,0.39,WG87235,NA,414911-30-1,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,6:2 FTS,0.418,Y,J,ng/g,8.44,0.351,WG87235,NA,425670-75-3,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,8:2 FTS,NA,N,U,ng/g,1.56,0.332,WG87235,NA,481071-78-7,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFOSA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,754-91-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,N-MeFOSA,NA,N,U,ng/g,0.449,0.0976,WG87235,NA,31506-32-8,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,N-EtFOSA,NA,N,U,ng/g,0.976,0.273,WG87235,NA,4151-50-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,MeFOSAA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,2355-31-9,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,EtFOSAA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,2991-50-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,N-MeFOSE,NA,N,U,ng/g,10.7,0.976,WG87235,NA,24448-09-7,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,N-EtFOSE,NA,N,U,ng/g,2.93,0.976,WG87235,NA,1691-99-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,HFPO-DA,NA,N,U,ng/g,1.48,0.39,WG87235,NA,122499-17-6,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,ADONA,NA,N,U,ng/g,1.56,0.39,WG87235,NA,2127366-90-7,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.56,0.391,WG87235,NA,1621485-21-9,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.56,0.391,WG87235,NA,2196242-82-5,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,3:3 FTCA,NA,N,U H,ng/g,1.56,0.39,WG87235,NA,1169706-83-5,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,5:3 FTCA,NA,N,U,ng/g,9.76,2.44,WG87235,NA,1799325-94-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,7:3 FTCA,NA,N,U,ng/g,9.76,2.44,WG87235,NA,1799325-95-3,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFEESA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,220689-13-4,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFMPA,NA,N,U,ng/g,0.78,0.195,WG87235,NA,NA,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,PFMBA,NA,N,U,ng/g,0.39,0.0976,WG87235,NA,1432017-36-1,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231024,2028,Sample,NFDHA,NA,N,U H,ng/g,1.71,0.195,WG87235,NA,39187-41-2,NA,NA,21-Oct-21,4,NA
NA,L40006-5,NA,NA,NA,NA,20231012,0800,Sample,% Moisture,73.4,Y,NA,%,NA,NA,WG87235,NA,NA,NA,NA,21-Oct-21,4,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFBA,NA,N,U,ng/g,1.53,0.383,WG87235,NA,45048-62-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFPeA,NA,N,U,ng/g,0.766,0.191,WG87235,NA,45167-47-3,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFHxA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,92612-52-7,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFHpA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,120885-29-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFOA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,45285-51-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFNA,0.43,Y,NA,ng/g,0.383,0.0957,WG87235,NA,72007-68-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFDA,0.242,Y,K J,ng/g,0.383,0.0957,WG87235,NA,73829-36-4,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFUnA,0.19,Y,K B J,ng/g,0.383,0.0957,WG87235,NA,196859-54-8,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFDoA,NA,N,U,ng/g,0.383,0.0766,WG87235,NA,171978-95-3,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFTrDA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,862374-87-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFTeDA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,365971-87-5,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFBS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,45187-15-3,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFPeS,NA,N,U,ng/g,0.383,0.0962,WG87235,NA,175905-36-9,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFHxS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,108427-53-8,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFHpS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,146689-46-5,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFOS,0.525,Y,NA,ng/g,0.383,0.0957,WG87235,NA,45298-90-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFNS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,474511-07-4,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFDS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,126105-34-8,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFDoS,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,343629-43-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,4:2 FTS,NA,N,U,ng/g,1.53,0.383,WG87235,NA,414911-30-1,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,6:2 FTS,0.389,Y,J,ng/g,8.28,0.344,WG87235,NA,425670-75-3,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,8:2 FTS,NA,N,U,ng/g,1.53,0.325,WG87235,NA,481071-78-7,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFOSA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,754-91-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,N-MeFOSA,NA,N,U,ng/g,0.44,0.0957,WG87235,NA,31506-32-8,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,N-EtFOSA,NA,N,U,ng/g,0.957,0.268,WG87235,NA,4151-50-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,MeFOSAA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,2355-31-9,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,EtFOSAA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,2991-50-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,N-MeFOSE,NA,N,U,ng/g,10.5,0.957,WG87235,NA,24448-09-7,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,N-EtFOSE,NA,N,U,ng/g,2.87,0.957,WG87235,NA,1691-99-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,HFPO-DA,NA,N,U,ng/g,1.45,0.383,WG87235,NA,122499-17-6,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,ADONA,NA,N,U,ng/g,1.53,0.383,WG87235,NA,2127366-90-7,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,9Cl-PF3ONS,NA,N,U,ng/g,1.53,0.384,WG87235,NA,1621485-21-9,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,11Cl-PF3OUdS,NA,N,U,ng/g,1.53,0.383,WG87235,NA,2196242-82-5,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,3:3 FTCA,NA,N,U H,ng/g,1.53,0.383,WG87235,NA,1169706-83-5,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,5:3 FTCA,NA,N,U,ng/g,9.57,2.39,WG87235,NA,1799325-94-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,7:3 FTCA,NA,N,U,ng/g,9.57,2.39,WG87235,NA,1799325-95-3,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFEESA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,220689-13-4,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFMPA,NA,N,U,ng/g,0.766,0.191,WG87235,NA,NA,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,PFMBA,NA,N,U,ng/g,0.383,0.0957,WG87235,NA,1432017-36-1,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231024,2042,Sample,NFDHA,NA,N,U H,ng/g,1.68,0.191,WG87235,NA,39187-41-2,NA,NA,16-Oct-21,6,NA
NA,L40006-6,NA,NA,NA,NA,20231012,0800,Sample,% Moisture,74.2,Y,NA,%,NA,NA,WG87235,NA,NA,NA,NA,16-Oct-21,6,NA
NA,L40006-7,NA,NA,NA,NA,20231024,2055,Sample,PFBA,NA,N,U,ng/g,1.43,0.357,WG87235,NA,45048-62-2,NA,NA,19-Oct-21,7,NA
